neuron,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ALNL,ALNR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVM,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,SAADL,SAADR,SAAVL,SAAVR,SDQL,SDQR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVJL,AVJR,BDUL,BDUR,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMFR,RMHL,RMHR,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVFL,AVFR,AVHL,AVHR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,DVC,PVQL,PVQR,RICL,RICR,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DL02,BWM-DL03,BWM-DL04,BWM-DL05,BWM-DL06,BWM-DL07,BWM-DL08,BWM-DR01,BWM-DR02,BWM-DR03,BWM-DR04,BWM-DR05,BWM-DR06,BWM-DR07,BWM-DR08,BWM-VL01,BWM-VL02,BWM-VL03,BWM-VL04,BWM-VL05,BWM-VL06,BWM-VL07,BWM-VL08,BWM-VR01,BWM-VR02,BWM-VR03,BWM-VR04,BWM-VR05,BWM-VR06,BWM-VR07,BWM-VR08
URXL,2568,0,3,0,699,0,583,0,10,0,140,4,5,0,0,987,0,4,0,121,0,2,0,3408,0,0,46,0,525,0,0,0,28,510,188,0,0,1682,0,733,0,554,0,206,0,0,0,166,0,4,34,0,0,0,0,2935,0,0,0,1318,0,576,0,3016,0,141,0,2,83,118,314,251,0,629,0,95,8,114,54,1,283,276,13,46,442,0,0,22,0,647,0,161,7,1522,0,523,0,22,0,1012,0,125,0,0,0,0,1724,79,0,503,0,215,0,0,5,0,3,21,0,0,0,6,0,0,0,97,0,13,103,40,56,99,0,290,147,61,20,9,110,44,0,2,21,0,0,560,0,252,0,9,0,1278,0,454,42,72,99,588,6,0,10,1391,0,436,0,28,16,0,663,764,6,0,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URXR,0,2557,0,10,0,525,0,586,0,205,270,1,25,0,0,0,776,0,8,0,364,0,14,0,2500,0,0,191,0,403,1,0,325,67,131,0,0,0,793,0,643,0,413,0,41,0,0,0,434,4,13,0,0,0,11,0,3340,0,0,0,1956,0,480,0,2256,0,124,88,0,187,195,0,519,0,640,5,132,104,158,314,40,0,195,198,93,0,6,38,0,0,920,113,32,0,1175,0,286,0,92,0,1122,132,0,3,0,47,1434,0,105,0,480,0,204,0,0,14,0,0,21,0,15,2,0,0,0,0,101,57,2,79,8,0,23,159,0,3,18,256,0,0,41,269,0,0,2,0,63,0,179,0,243,0,1464,405,98,160,1133,144,17,2,32,0,1231,0,429,45,0,70,621,782,0,2,0,871,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,4,0,0,0,0,0,0,0,0,0,34,0,232,0,80,0,263
URYDL,0,0,137,0,56,0,45,0,0,0,0,52,28,0,0,78,0,95,0,74,0,19,0,134,0,0,19,0,0,0,41,58,112,0,156,0,0,2881,0,31,0,0,0,772,0,2942,0,0,0,0,19,57,40,0,0,96,0,1318,0,0,0,0,0,522,0,6,0,23,174,45,32,3,0,69,0,130,55,406,23,511,184,205,1071,137,559,57,0,0,62,0,0,15,144,0,0,1142,0,31,0,462,0,875,50,0,82,0,0,5722,0,677,0,0,0,46,31,0,628,0,0,1486,0,264,422,143,281,35,0,8,3,55,0,0,0,54,141,11,13,78,0,0,0,13,370,135,14,4165,0,0,0,0,0,45,0,101,17,68,120,0,176,98,268,3038,0,0,0,185,17,0,81,5,240,155,0,0,112,10,276,51,14,51,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URYDR,0,0,0,97,0,63,0,0,0,0,0,18,59,0,0,0,108,0,29,0,173,0,54,0,176,0,0,45,0,0,74,37,52,57,127,0,0,0,2181,0,0,0,0,0,544,0,3018,0,0,13,30,133,86,0,0,0,5,0,1956,0,0,0,0,0,263,0,61,212,39,54,65,0,7,0,13,75,275,209,180,49,349,710,200,211,120,31,160,11,71,0,0,42,204,0,0,0,686,0,14,0,515,889,10,122,0,8,0,0,4930,0,0,0,0,67,144,424,22,0,1,0,1800,212,0,475,303,39,244,0,1,0,101,0,0,102,88,34,20,0,128,0,0,518,6,11,158,0,2714,0,0,0,0,0,125,284,50,30,0,74,272,39,226,0,2165,0,0,170,0,61,13,147,60,78,0,41,0,0,0,0,0,0,0,0,65,0,614,0,332,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URYVL,73,0,71,0,0,0,487,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,0,0,0,0,78,242,0,0,0,0,0,0,1392,0,808,0,0,0,1767,0,135,0,0,86,20,0,0,0,576,0,0,0,0,0,362,0,0,0,0,277,0,0,0,0,32,0,58,196,30,316,0,261,0,1449,0,141,0,0,171,0,66,0,0,229,95,0,1022,0,0,0,810,0,497,81,45,67,0,308,0,0,0,0,5868,0,0,123,2158,0,0,0,0,628,644,343,86,145,203,108,0,0,331,0,193,0,282,0,248,338,297,0,95,0,47,0,0,453,0,0,2338,0,0,0,0,0,0,0,2,0,101,126,3,245,0,0,1014,0,310,0,0,14,126,602,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,312,0,26,0,0,0,0,0,98,0,0,0,0,0
URYVR,0,22,0,119,0,0,0,194,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,43,0,0,90,0,193,0,0,0,0,0,0,0,1150,0,692,0,0,0,2394,0,311,2,0,0,0,0,0,0,480,0,0,0,0,0,486,0,0,176,0,39,0,0,0,0,18,275,0,181,56,269,0,1442,0,77,0,0,0,217,75,0,84,265,151,0,53,0,859,0,0,0,517,624,21,35,0,220,210,0,0,0,0,0,4761,17,0,0,1433,0,0,742,0,639,137,339,308,25,594,0,138,0,212,0,79,0,384,341,103,0,261,0,162,0,74,376,0,0,0,0,1402,0,0,0,0,0,0,0,132,0,18,263,280,0,0,0,1052,169,0,0,523,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,522,0,723,0,3,0
ADAL,299,0,963,0,0,0,1841,0,52,0,532,35,0,0,0,3027,0,0,0,0,0,478,0,0,0,159,6,0,545,0,0,0,0,0,630,387,470,35,0,87,0,280,0,1,0,142,0,216,0,769,119,0,283,1098,1029,1418,0,3016,0,522,0,362,0,0,0,383,0,140,25,0,0,0,0,0,0,1020,1159,1802,1198,238,557,179,92,0,1734,226,0,292,159,1888,0,2,0,27,0,0,0,550,0,0,0,0,1661,0,384,0,0,29,0,0,0,267,0,138,10,0,20,40,0,0,0,0,0,0,0,0,171,14,3,74,140,862,0,919,141,1068,148,349,51,256,0,121,22,0,137,52,0,229,0,973,293,228,0,0,212,117,0,1463,47,20,0,392,0,396,0,0,445,0,777,477,292,0,1109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ADAR,0,238,0,1063,0,0,0,1491,0,73,611,0,122,0,0,131,2942,0,0,0,8,0,563,0,21,32,0,105,0,268,0,0,0,0,663,262,106,0,174,0,268,0,305,0,48,0,159,0,474,83,328,717,77,0,832,0,1826,0,2256,0,263,0,486,0,0,0,814,111,172,0,0,0,0,227,38,1804,957,829,1705,1383,657,95,109,1168,0,0,196,292,163,0,766,395,1,0,97,0,0,0,536,0,0,0,85,1329,0,1227,19,0,85,0,0,0,140,215,144,17,1,0,3,11,0,0,0,0,0,90,0,31,109,56,212,0,1108,64,729,90,518,152,460,0,353,15,85,286,0,0,95,0,257,91,397,0,166,0,343,54,684,0,0,12,0,0,157,0,37,12,0,709,1564,847,0,0,0,1203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,0,17,0,86
AIAL,994,0,1346,0,234,0,0,0,0,0,0,1523,255,5694,0,2005,0,1359,27,1073,0,6498,0,141,0,0,1396,37,830,0,1400,760,0,14,0,0,0,10,0,4,0,0,0,6,0,32,0,0,0,0,0,0,0,0,0,0,0,141,0,6,0,0,0,383,0,0,0,3775,0,10,170,231,17,933,0,0,0,6,28,0,377,0,0,0,241,31,0,0,0,8,0,0,0,0,0,0,0,1525,0,0,0,0,92,0,0,0,80,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,0,0,229,0,0,0,0,0,0,0,0,0,0,0,3327,0,135,407,120,0,176,0,0,0,0,0,57,0,0,1964,51,29,0,0,1,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIAR,0,810,126,1253,0,257,0,0,0,0,0,669,1528,0,5593,0,2105,0,1595,0,1834,78,5775,0,88,0,0,1281,0,944,847,1613,35,0,0,0,0,0,0,0,53,0,0,0,32,0,212,0,0,0,0,0,1,0,0,0,0,0,124,0,61,0,0,0,814,0,0,0,2652,274,18,0,351,0,1657,0,0,0,17,104,0,0,0,48,0,0,14,0,0,0,0,0,0,0,2,0,0,0,1003,0,0,0,0,28,0,0,1,0,12,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,1,0,0,0,0,19,0,0,0,0,0,3512,31,588,29,25,0,0,0,0,0,0,0,14,0,0,2203,0,2,0,104,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIBL,102,150,1377,0,453,0,0,0,0,96,392,1841,157,1423,0,780,0,553,0,35,0,1356,0,102,58,0,448,5,195,248,980,342,243,22,232,0,1733,63,12,136,13,0,232,53,33,57,10,0,0,410,594,378,0,0,44,39,0,2,88,23,212,0,176,140,111,3775,0,0,88,16,22,366,2,376,870,930,0,534,0,423,280,473,282,0,0,0,0,3,12,0,273,0,366,0,51,1,199,109,0,100,977,0,353,1000,0,0,138,46,2,18,0,0,79,337,0,0,1,0,0,0,0,5,0,0,29,584,166,10,36,0,828,0,185,108,305,173,141,0,390,0,51,0,736,56,229,20,0,0,171,0,0,218,0,71,24,0,39,0,563,827,298,0,37,2,0,529,87,0,0,48,0,98,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIBR,221,173,7,1443,80,635,0,0,34,1,387,87,1999,0,1244,0,1094,0,479,0,108,0,1617,33,177,7,0,407,202,400,199,1232,11,353,363,51,121,4,10,0,35,542,0,0,60,0,79,0,0,665,407,36,200,6,273,10,6,83,0,174,39,277,0,25,172,0,2652,88,0,343,60,0,561,1098,196,4,773,0,567,100,139,571,433,0,2,0,0,0,23,276,0,0,429,82,0,324,26,0,32,994,7,0,796,213,0,0,208,0,57,0,20,198,0,0,610,3,0,0,0,10,0,0,0,0,0,368,762,237,0,884,0,183,0,142,94,109,143,430,0,6,0,561,0,155,25,0,8,187,0,0,0,0,187,295,119,6,0,0,525,460,225,0,0,0,0,968,0,296,1,116,142,121,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AINL,0,89,2,26,780,3900,285,0,495,0,0,1211,77,0,545,0,0,370,596,0,0,0,0,678,2317,0,0,0,0,0,614,84,1185,5,0,0,0,63,91,0,156,0,0,0,101,167,81,0,42,0,10,0,30,0,0,0,92,118,187,45,54,0,39,0,0,10,274,16,343,0,3706,509,747,0,25,0,30,0,0,222,1,22,0,678,0,0,0,0,0,0,0,0,0,14,196,442,837,0,0,0,0,62,0,9,0,0,1,74,83,0,79,0,0,107,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,37,0,0,0,120,0,0,0,8,0,0,0,12,2,5,51,73,0,0,361,0,0,0,0,0,0,331,0,0,0,0,14,25,0,116,0,0,0,0,0,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AINR,137,316,0,23,4098,2595,0,211,0,274,0,274,937,0,0,0,0,396,355,0,0,0,0,2959,1618,0,0,3,1,52,117,289,1093,1361,0,0,0,23,82,121,0,0,0,104,0,94,106,0,0,3,0,41,6,0,15,67,0,314,195,32,65,0,0,0,0,170,18,22,60,3706,0,576,577,32,21,26,0,0,0,0,197,0,0,0,409,0,0,0,0,0,0,0,0,112,49,926,593,0,0,24,0,72,0,0,0,0,2,34,99,31,0,0,0,53,27,0,0,0,0,0,0,0,0,0,19,0,0,0,0,66,0,0,0,113,0,0,0,43,0,0,0,43,0,12,0,24,69,0,0,0,127,0,0,0,0,0,0,117,0,0,0,5,121,238,55,0,0,0,0,0,684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIYL,814,0,140,0,6030,93,0,0,0,0,77,2340,1759,285,0,19,0,655,2,0,0,0,0,2783,0,193,2196,0,1337,0,1396,498,120,1398,2,154,0,18,0,2,0,0,0,9,0,34,0,0,0,0,0,0,0,0,0,0,0,251,0,3,0,0,0,0,0,231,0,366,0,509,576,0,242,2349,12,7,0,27,20,0,46,0,0,1,332,59,0,0,0,6,0,0,0,438,0,1234,0,112,0,31,20,345,124,0,0,0,476,53,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0,15,0,403,0,1,0,96,0,185,5,0,0,0,0,5,0,0,0,0,0,157,0,0,32,8,0,56,0,0,0,0,0,18,0,0,105,0,7,0,0,221,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIYR,0,1135,0,96,17,6078,0,0,0,0,86,1899,2179,0,975,0,0,0,912,0,0,63,21,0,2988,428,0,1689,24,1013,986,1227,1232,145,4,126,0,0,2,0,65,0,0,0,36,0,67,0,0,0,0,0,0,0,0,0,0,0,519,0,7,0,0,0,0,17,351,2,561,747,577,242,0,73,2012,0,22,0,0,1,0,0,1,828,0,0,35,21,20,0,94,0,0,22,442,0,1476,0,292,5,37,433,0,194,0,0,585,0,27,0,3,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,11,18,0,14,0,161,0,0,0,3,0,0,0,0,0,0,0,99,0,0,0,114,0,0,0,0,0,5,0,20,0,0,32,0,0,36,357,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIZL,3008,128,76,0,1259,0,0,0,0,0,13,593,481,996,0,749,27,137,0,0,0,0,0,736,65,0,1707,0,2258,0,292,272,12,438,607,0,0,26,0,35,0,0,0,0,0,0,0,20,0,21,27,39,6,0,11,0,0,629,0,69,0,32,0,0,227,933,0,376,1098,0,32,2349,73,0,295,6,5,242,0,77,185,841,838,0,0,0,0,1,0,18,1,0,63,806,71,511,0,35,0,815,118,199,554,102,0,0,788,36,0,0,0,0,0,0,26,0,0,0,0,0,0,2,0,0,24,48,18,0,0,227,0,23,0,134,248,18,222,1417,117,1813,275,111,0,33,21,0,0,0,0,0,0,70,0,0,0,0,0,469,167,196,16,0,0,0,0,363,0,0,5,12,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIZR,0,3239,0,130,0,1082,0,0,0,0,12,405,754,0,430,0,622,0,138,0,37,0,14,0,504,5,0,2747,0,2095,288,171,476,3,572,0,170,0,18,0,13,0,0,0,3,0,13,0,3,17,39,34,32,0,0,0,0,0,640,0,13,0,18,0,38,0,1657,870,196,25,21,12,2012,295,0,5,0,0,141,34,43,834,801,0,0,0,0,0,3,0,81,0,158,4,955,0,683,0,316,5,892,156,0,887,0,0,672,0,23,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,13,81,0,0,2,424,0,13,212,265,29,11,56,1751,7,1741,0,112,0,104,0,4,0,0,0,0,0,253,25,39,40,545,0,273,34,0,0,2,0,0,30,0,8,2,41,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVAL,0,0,569,0,6,0,102,0,22,762,1278,0,4,0,0,787,13,0,0,0,0,0,0,306,3,0,0,0,61,0,0,0,128,357,420,263,3442,0,0,0,0,0,135,0,1,44,0,65,0,651,1041,2622,1129,0,531,47,0,95,5,130,75,58,275,1020,1804,0,0,930,4,0,26,7,0,6,5,0,658,853,421,155,395,15,1,0,379,0,0,708,1194,514,133,21,108,187,136,202,6,0,0,4,103,0,633,963,29,0,55,0,0,2,0,0,140,948,184,66,51,13,21,113,0,0,0,0,0,720,0,644,636,36,740,301,148,317,157,4,62,124,308,147,38,239,1248,661,245,1,0,0,39,633,653,80,0,0,0,0,0,344,2,59,7,35,5,0,0,376,0,0,977,639,795,13,152,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVAR,0,0,56,377,0,28,0,0,740,5,1311,14,0,0,0,3,698,0,70,0,0,0,0,0,373,0,0,5,0,190,12,0,493,180,222,1197,1604,0,75,0,0,9,0,0,0,0,73,0,4,329,929,1114,2412,690,864,0,90,8,132,55,275,196,0,1159,957,0,0,0,773,30,0,0,22,5,0,658,0,645,1132,291,305,32,284,352,16,20,0,798,1032,650,827,0,0,147,189,0,270,8,0,169,3,0,909,398,0,0,86,0,8,0,46,29,0,226,897,65,86,36,162,30,62,0,0,0,0,18,631,671,367,476,264,166,414,159,605,69,142,328,100,1,0,1109,195,315,516,0,6,0,0,820,540,0,26,0,0,26,805,141,346,185,0,0,130,3,0,505,0,0,693,1263,108,2,104,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVBL,252,14,266,17,0,0,678,185,6,0,1768,5,0,190,0,1867,73,0,0,0,0,4,0,56,0,1346,244,0,95,2,0,0,67,0,558,828,10,67,20,5,0,0,8,0,0,154,22,9,1,0,5,70,49,0,934,34,0,114,104,406,209,30,181,1802,829,6,0,534,0,0,0,27,0,242,0,853,645,0,777,1495,1325,442,155,1968,3771,229,290,3477,3671,2669,2036,981,34,0,1,110,169,1441,15,0,519,0,552,420,30,0,185,21,4,0,0,0,0,44,334,0,0,0,0,2,42,0,0,0,91,147,0,0,158,9,278,122,640,167,573,435,633,21,81,59,83,0,0,5,18,79,21,0,44,0,0,14,0,0,144,310,1088,877,106,210,23,9,0,0,47,77,35,0,336,192,488,137,181,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVBR,0,475,57,240,0,0,58,954,0,17,2501,0,25,0,66,160,2449,0,0,0,0,0,10,0,117,1851,0,294,0,179,0,0,12,71,705,1001,450,0,64,0,0,1,0,0,0,0,128,38,1,23,1,16,26,2205,683,0,26,54,158,23,180,316,56,1198,1705,28,17,0,567,0,0,20,0,0,141,421,1132,777,0,1268,825,56,455,3530,1329,263,1035,3884,2326,3319,2531,268,0,15,0,106,77,205,1817,212,0,0,188,511,0,407,129,0,12,0,0,0,0,285,42,0,0,0,0,13,0,0,0,0,0,0,40,13,0,148,0,238,14,491,10,667,709,114,0,98,96,8,0,23,22,0,59,14,0,139,44,8,69,0,358,316,1597,599,162,161,0,0,5,66,8,35,0,39,80,140,2979,12,1,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVDL,0,12,314,1213,0,0,1825,2688,163,0,353,30,32,0,2,263,1184,0,0,241,0,187,82,0,164,1888,9,1,0,0,21,0,1091,601,645,1820,0,61,197,0,36,0,0,68,0,129,249,0,79,217,71,394,103,192,411,206,566,1,314,511,49,0,269,238,1383,0,104,423,100,222,0,0,1,77,34,155,291,1495,1268,0,332,20,1435,4051,235,110,928,1886,3327,161,359,421,16,2,0,39,119,84,23,236,661,0,208,80,102,24,17,105,66,2,0,0,0,483,48,0,0,0,0,0,13,0,0,0,0,0,0,23,166,0,543,0,760,147,688,1535,207,91,158,0,334,0,44,60,21,76,42,0,0,446,6,278,2,382,151,340,1089,0,9,1,0,78,85,0,133,35,146,22,283,1420,1277,2,0,992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVDR,0,4,1420,260,0,0,2820,1070,0,6,100,2,10,42,0,1698,325,0,0,0,256,73,126,182,16,752,0,0,0,0,0,0,580,295,697,2076,0,292,137,35,5,0,0,0,76,292,114,150,0,84,127,171,27,592,133,963,290,283,40,184,349,261,0,557,657,377,0,280,139,1,197,46,0,185,43,395,305,1325,825,332,0,1727,74,255,5072,1536,344,3334,538,103,122,1058,18,0,0,110,0,394,59,648,0,0,200,63,0,0,0,162,74,0,6,0,0,59,674,5,0,0,0,87,0,0,0,0,0,0,10,0,5,497,0,257,0,796,285,141,915,76,5,83,0,247,0,146,25,123,98,0,0,50,184,1,299,530,321,643,16,1452,0,2,0,8,140,131,0,56,215,113,475,547,4599,1,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVEL,1,2,18,0,0,0,60,0,7,0,63,0,0,0,0,97,0,0,0,503,0,0,0,515,0,273,0,0,0,0,0,0,356,930,654,565,324,165,0,221,0,0,1,6,2814,0,156,0,201,145,455,27,88,263,0,60,0,276,0,205,710,0,1442,179,95,0,0,473,571,22,0,0,0,841,834,15,32,442,56,20,1727,0,111,35,146,24,0,206,580,6,49,212,204,0,68,284,1273,18,0,656,351,42,289,349,0,0,212,10,5,361,1006,0,27,129,84,19,314,313,1,94,507,0,0,16,0,8,482,19,2,386,441,57,862,6,97,13,342,85,305,29,0,505,64,543,78,0,0,0,11,0,31,184,0,1033,24,104,252,3,799,983,91,1,885,25,700,69,300,0,32,0,288,366,660,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVER,10,149,0,81,0,0,0,202,0,0,1,0,0,0,0,0,95,0,0,0,477,0,0,0,755,313,0,0,0,0,0,0,982,65,642,967,161,0,102,0,148,4,0,2546,1,58,107,169,0,312,79,136,107,331,29,0,8,13,195,1071,200,1449,0,92,109,0,0,282,433,0,0,0,1,838,801,1,284,155,455,1435,74,111,0,61,97,0,93,430,143,558,18,0,59,90,0,1535,271,0,170,349,335,0,235,373,0,0,137,0,115,355,177,47,0,56,88,553,0,12,482,336,38,9,42,0,0,125,113,4,0,578,318,721,149,227,9,267,36,327,110,94,130,73,421,54,460,0,21,26,0,153,29,0,311,600,1,95,1,20,487,922,84,701,34,582,10,298,0,177,0,15,0,536,5,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVJL,0,0,305,468,0,0,1304,1166,59,106,188,0,0,0,0,152,454,59,0,229,0,210,0,0,0,7342,5,0,0,0,0,0,9,0,100,1252,57,198,117,0,44,0,0,66,0,121,88,0,49,23,86,0,3,366,0,44,833,46,198,137,211,0,77,0,1168,0,48,0,0,678,0,1,828,0,0,0,352,1968,3530,4051,255,35,61,0,3919,1766,3513,3712,3865,114,1202,3585,0,0,0,0,0,576,3027,0,0,66,0,571,0,0,5,65,17,0,0,0,0,157,83,0,0,0,0,0,3,0,0,0,0,0,0,0,0,31,175,0,274,137,276,224,39,9,15,0,443,19,7,58,0,125,105,0,0,464,0,415,375,333,570,1397,2747,6,0,0,0,28,0,0,50,0,48,337,392,406,0,725,0,892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVJR,0,0,499,304,0,0,1373,970,132,209,306,0,9,10,0,408,289,0,5,0,233,0,170,0,0,1749,0,49,7,8,0,0,0,0,69,1463,0,100,169,9,0,0,0,0,8,141,211,176,0,34,84,0,0,128,151,411,5,442,93,559,120,141,0,1734,0,241,0,0,2,0,409,332,0,0,0,379,16,3771,1329,235,5072,146,97,3919,0,5911,1152,4558,1855,936,305,1779,0,0,0,0,0,3553,991,0,0,0,480,0,78,0,0,2,24,0,0,0,0,5,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,21,117,0,261,48,9,42,24,0,270,0,97,13,0,0,150,196,0,0,2,214,161,430,620,268,737,405,2157,0,0,0,0,84,115,0,0,400,265,405,279,2411,256,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
