neuron,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ALNL,ALNR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVM,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,SAADL,SAADR,SAAVL,SAAVR,SDQL,SDQR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVJL,AVJR,BDUL,BDUR,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMFR,RMHL,RMHR,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVFL,AVFR,AVHL,AVHR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,DVC,PVQL,PVQR,RICL,RICR,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DL02,BWM-DL03,BWM-DL04,BWM-DL05,BWM-DL06,BWM-DL07,BWM-DL08,BWM-DR01,BWM-DR02,BWM-DR03,BWM-DR04,BWM-DR05,BWM-DR06,BWM-DR07,BWM-DR08,BWM-VL01,BWM-VL02,BWM-VL03,BWM-VL04,BWM-VL05,BWM-VL06,BWM-VL07,BWM-VL08,BWM-VR01,BWM-VR02,BWM-VR03,BWM-VR04,BWM-VR05,BWM-VR06,BWM-VR07,BWM-VR08
RIVR,0,0,0,0,0,25,0,0,862,54,84,0,0,0,0,0,0,0,4,0,0,0,0,0,99,0,0,0,0,0,0,0,122,56,183,221,0,0,3,0,115,101,0,0,11,0,0,212,0,2266,46,300,1827,127,1743,2,199,5,0,31,144,123,0,10,144,0,0,0,610,11,27,0,35,26,0,184,897,334,42,48,674,84,88,83,159,0,11,74,461,0,7,600,108,402,261,0,27,0,0,888,0,0,99,481,0,0,207,0,0,0,238,19,0,1878,0,355,0,1,525,0,613,0,0,0,0,581,1116,1317,294,51,44,1706,1,1099,892,99,190,490,163,489,0,2346,0,93,1378,0,27,2,0,0,452,0,0,0,0,0,0,455,114,704,835,0,2,85,0,444,0,0,564,602,161,156,511,16,0,0,0,0,10,0,27,0,0,0,14,0,22,0,15,0,0,0,0,95,544,707,1857,1182,0,0,0,0,0,0,0,0
RMDDL,0,0,0,0,0,0,0,192,329,342,0,0,6,0,0,0,0,0,0,0,27,0,15,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,21,0,24,321,0,1170,182,175,759,351,0,562,0,0,38,0,28,39,508,0,14,0,424,2158,0,0,17,0,0,0,3,0,0,0,0,0,0,66,65,0,0,0,5,19,553,0,0,0,25,0,0,0,0,11,0,1006,731,17,0,0,19,0,0,14,0,0,174,31,0,0,603,1120,566,3786,0,0,355,0,435,334,807,124,2620,91,96,39,829,0,1,584,329,680,378,47,159,45,7,490,442,622,59,163,124,461,9,0,413,0,147,184,0,3,320,0,16,39,5,2,2,0,0,0,1,198,524,778,0,0,0,14,36,214,0,0,93,79,131,12,505,0,652,0,3,5,456,750,1497,1255,2330,1373,2608,419,355,379,102,208,392,28,342,0,0,17,0,10,0,0,0,0
RMDDR,0,0,0,0,0,0,120,0,386,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,54,2,0,178,95,824,1071,217,0,345,0,585,19,0,0,18,580,87,3,0,628,22,0,1433,20,1,0,0,1,0,0,0,0,0,0,0,51,86,0,0,0,0,314,0,0,0,0,3,0,0,0,0,0,0,643,1069,0,16,1,0,0,0,12,0,0,74,75,11,743,0,450,1229,0,3029,714,0,435,0,466,397,2600,98,124,103,155,577,11,0,260,518,303,420,327,0,9,81,357,351,79,450,89,70,8,454,388,1,355,0,0,142,65,3,45,0,0,0,0,0,0,0,0,0,633,193,0,771,0,0,0,181,35,0,102,155,24,968,656,1826,1857,2229,2103,2335,896,138,7,476,0,992,4,609,7,0,50,0,0,0,0,0,0,238,261,74,114,760,18,986,0
RMDL,0,0,0,0,0,0,54,0,0,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,583,0,0,137,479,132,67,15,126,79,0,49,30,0,0,196,193,21,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,13,36,0,0,0,0,313,12,0,0,0,0,0,0,0,0,0,28,674,794,7,189,0,0,0,13,0,386,869,0,0,0,0,0,803,519,0,0,556,1,334,466,0,1638,379,564,0,180,2,0,694,203,694,1216,694,549,0,993,4,861,247,792,22,80,1,313,210,205,229,206,0,0,0,0,166,385,0,0,0,0,0,0,0,1184,304,193,842,22,1188,90,1,0,0,82,265,0,587,604,963,0,4,0,93,0,395,0,115,0,98,0,719,0,803,0,338,0,94,0,597,0,732,0,297,0,106,0,700,38,745,218,541
RMDR,0,0,0,0,0,0,0,0,934,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,132,0,0,307,121,107,95,36,4,0,5,21,99,0,0,330,116,0,21,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,162,0,0,0,0,1,482,0,0,0,0,0,4,0,0,0,64,735,817,324,1,0,0,1,1,0,1144,324,0,0,0,0,0,491,540,0,0,8,525,807,397,1638,0,438,613,0,60,104,0,126,451,1183,868,401,527,1290,93,725,114,1027,214,74,79,199,49,321,161,115,275,0,0,0,0,362,120,0,0,0,0,0,0,0,306,1048,226,59,572,78,809,14,0,0,141,220,0,761,1317,305,0,4,0,600,0,888,0,236,0,110,0,138,0,421,0,933,0,48,0,477,0,1055,0,1048,0,171,0,685,0,612,0,1601
RMDVL,0,0,0,0,0,0,0,0,51,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,20,0,0,326,0,9,19,0,62,1041,53,411,86,0,1129,0,305,286,0,0,194,0,13,0,0,1486,0,0,742,0,11,0,0,0,10,0,0,0,0,0,0,113,30,2,13,0,87,94,336,0,0,0,0,0,71,0,0,0,0,1054,625,54,0,0,0,0,0,4,0,4,216,12,0,2781,0,953,895,0,758,421,0,124,2600,379,438,0,375,697,72,16,102,119,5,343,270,413,49,165,755,87,366,111,416,125,32,0,488,74,337,178,9,73,0,0,111,0,2,0,0,0,0,0,0,0,0,0,0,1081,60,0,310,0,0,0,76,15,36,21,330,27,365,171,175,147,366,3,1867,3,0,36,11,11,32,11,29,8,94,32,378,0,616,0,197,0,539,921,1166,1005,2405,764,1862,20
RMDVR,0,0,0,0,0,0,0,0,180,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,69,1,0,125,0,62,969,110,243,1743,0,335,0,0,152,11,134,9,32,0,15,0,1800,628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,42,0,13,0,507,38,3,0,0,0,50,11,0,0,0,0,511,1214,0,19,0,0,0,35,45,0,0,41,219,0,0,3560,631,581,819,0,0,613,2620,98,564,613,375,0,1038,41,36,114,0,127,316,685,22,388,1123,40,528,7,640,196,93,84,698,3,226,26,12,165,0,150,118,0,42,0,0,0,0,0,0,0,0,0,0,0,79,853,229,0,0,0,0,63,157,0,3,331,479,0,8,0,9,13,101,164,91,218,292,266,224,518,15,1331,0,647,752,1840,1452,2590,1637,2228,293,110,15,422,0,744,0,27,0
RMED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602,786,727,891,989,961,470,326,208,661,280,297,0,0,0,0,0,0,0,0,6,2,264,212,644,639,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,25,0,61,249,0,0,12,0,262,0,6,712,682,0,413,694,360,163,681,506,1,0,91,124,0,0,697,1038,0,1800,1600,1970,0,0,0,0,0,0,0,0,0,0,0,59,291,53,0,0,717,573,193,254,489,737,1349,1878,0,0,0,0,0,0,0,0,0,0,0,0,16,14,21,0,3,0,0,0,0,0,0,0,0,104,2,496,0,1518,0,1447,0,440,15,1009,0,1561,0,1060,0,1608,0,1317,0,150,0,0,0,1345,0,2061,0,815,0,0,0
RMEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833,1566,129,5559,815,2683,176,389,124,25,834,113,0,0,0,0,0,0,0,0,0,0,422,0,343,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,350,0,0,573,1643,0,358,61,46,3887,1199,2,0,0,96,103,180,60,72,41,1800,0,1026,1468,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,2296,1021,3041,0,1284,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,12,0,5,68,17,18,0,0,0,0,0,44,3313,213,1634,0,0,0,0,68,124,0,0,0,0,0,0,35,2705,91,1071,29,0,0,0
RMER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690,956,5232,99,1707,927,174,21,86,311,103,563,0,0,0,0,0,0,0,0,0,0,143,475,86,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,422,0,0,1020,870,0,78,1027,3860,25,61,1447,0,0,39,155,2,104,16,36,1600,1026,0,1556,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2341,479,3206,1451,1693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,4529,0,1262,0,0,0,0,30,53,1,0,0,0,0,0,44,3451,33,2651,0,0,0,0,103,67,122,0,66,0,0,0
RMEV,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,100,0,0,782,789,1076,746,1113,418,62,202,493,234,999,195,0,0,0,0,0,0,0,0,0,0,281,303,145,308,0,0,0,0,29,0,11,19,236,0,24,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,12,0,269,157,0,0,8,45,375,31,5,365,851,155,416,486,212,200,567,765,0,0,829,577,0,0,102,114,1970,1468,1556,0,0,0,0,0,1,160,63,0,40,0,0,126,0,0,221,168,228,155,859,651,1233,1193,650,873,0,0,0,0,0,0,0,0,0,0,7,39,0,0,14,35,0,0,0,67,0,8,18,0,0,894,0,1273,0,365,0,0,0,691,25,1640,0,685,0,51,0,215,1,371,0,686,0,1172,0,108,22,607,0,715,0,701,0
RMFL,0,0,0,0,0,0,0,0,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,16,0,19,13,3,0,35,293,0,8,409,21,56,136,0,1695,1488,2287,0,0,554,11,17,97,0,35,39,203,25,0,90,0,0,584,368,0,0,0,0,48,13,720,18,147,0,0,0,8,125,0,0,0,0,0,0,0,0,0,2978,159,33,223,0,0,0,2276,1696,0,472,1085,0,0,2,24,22,0,27,75,0,728,581,0,11,694,126,119,0,0,0,0,0,0,970,47,915,2,20,0,2,14,3,0,0,0,0,0,36,121,293,96,52,2,8,193,0,0,0,0,0,0,0,0,0,0,2631,2764,1345,0,3,0,0,2054,0,0,74,5,0,209,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RMFR,0,1,0,0,0,0,0,0,5,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,38,64,99,0,0,1,0,28,28,51,135,125,0,194,0,404,2614,1642,14,2929,60,643,15,51,0,101,0,244,108,594,171,0,0,0,166,762,0,0,0,0,18,81,0,631,0,40,0,10,482,113,0,0,0,0,0,9,0,0,0,1928,97,100,0,179,0,0,1483,970,80,1260,635,0,0,72,0,65,0,0,48,125,519,1116,1,0,203,451,5,127,0,0,0,0,970,0,981,3,58,0,67,2,1,0,18,91,77,0,154,0,400,117,9,121,0,14,0,94,0,0,0,0,0,0,0,0,0,2280,2520,746,0,35,0,52,1667,0,0,29,72,0,89,27,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,63,0,122,0,217
RMHL,0,0,0,0,0,0,0,5,995,1898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,153,0,67,19,0,48,206,0,0,25,436,121,843,0,56,178,184,539,630,1081,337,2200,13,57,8,0,0,0,14,31,0,0,10,237,0,0,0,0,0,0,644,671,0,13,23,0,19,4,0,0,0,0,0,70,0,0,0,64,84,0,0,0,0,0,0,678,0,5,0,191,0,0,0,0,0,924,45,0,360,1317,584,260,694,1183,343,316,0,82,0,0,47,981,0,1902,300,101,1657,76,1644,97,46,232,350,88,319,31,707,366,161,271,60,2,61,0,0,787,0,0,0,0,0,0,0,259,0,0,263,861,389,471,22,0,0,2157,1259,0,0,878,2467,0,0,2,0,120,0,0,0,0,665,5,1379,0,213,53,365,0,0,6,0,0,0,158,30,0,618,0,1327,0,513,0,687
RMHR,0,0,0,0,0,0,0,78,2766,2102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,20,276,106,0,0,335,22,0,125,505,0,1000,48,296,406,129,0,1272,2147,257,103,2,3,1,0,138,3,109,0,0,36,0,0,0,0,0,0,0,636,367,158,0,166,5,2,0,0,0,0,0,77,17,0,0,4,2,0,100,0,0,0,0,678,196,0,74,45,43,92,0,0,36,875,0,0,38,1220,294,329,518,1216,868,270,685,0,0,28,0,915,3,1902,0,172,171,274,762,598,897,389,206,160,173,219,196,343,591,370,186,0,46,0,168,1040,0,0,0,0,0,0,0,0,26,279,0,1023,363,725,599,11,0,0,1182,2138,0,23,3900,976,0,347,31,775,281,801,41,987,0,0,18,0,52,0,381,0,0,355,0,873,0,358,0,595,0,0,0,0,4,47,0,4
SIADL,6,3,0,59,0,0,0,2024,0,5305,141,0,61,0,0,0,3,0,0,0,89,0,345,0,0,107,0,11,0,10,0,5,0,0,868,14,0,0,0,0,1,66,0,0,95,0,130,0,0,1634,84,564,60,1,436,4,404,40,79,55,0,331,0,74,56,0,0,0,884,0,66,0,0,227,2,36,476,9,148,0,497,386,578,31,79,0,0,33,54,213,0,0,0,311,191,187,11,0,4,609,0,0,644,83,0,0,21,0,0,0,0,159,0,31,51,680,303,694,401,413,22,0,0,0,1,2,58,300,172,0,657,2867,207,3716,110,1293,736,3887,0,40,110,1543,18,657,939,0,0,96,0,283,231,0,104,470,30,37,26,119,676,897,3,0,216,0,0,55,0,271,742,195,11,55,56,327,0,0,0,0,0,0,0,0,0,0,0,19,0,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIADR,0,4,126,0,0,0,1551,0,4355,0,199,53,0,0,0,0,0,0,0,220,0,108,0,0,0,0,75,0,0,0,0,0,14,29,880,0,0,0,0,0,0,0,279,32,21,249,0,0,0,172,1251,87,830,405,3,164,59,56,8,0,101,0,212,140,212,0,0,828,0,37,0,0,0,0,424,740,264,278,0,543,0,441,318,175,21,0,0,19,176,0,184,0,183,72,469,0,407,2,0,0,204,0,61,955,0,0,5,0,0,0,20,0,149,95,44,378,420,549,527,49,388,0,0,0,160,20,0,101,171,657,0,263,2584,122,3456,1037,917,0,3395,6,37,5,1176,1492,1270,0,0,0,390,203,127,292,0,444,33,19,562,0,534,381,418,298,0,0,0,123,116,0,259,1114,0,21,453,61,0,0,0,19,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIAVL,573,0,0,0,0,0,4,0,264,0,184,0,0,0,0,4,0,0,0,0,0,0,0,0,0,234,0,0,13,0,0,0,0,0,1677,156,11,0,0,278,0,206,0,105,0,0,0,849,0,273,38,115,939,153,151,1593,0,99,0,0,0,193,0,862,0,0,0,0,183,0,0,15,0,23,0,301,166,122,238,0,257,57,721,0,117,134,0,114,236,222,0,0,0,121,572,207,0,110,0,69,0,0,232,17,0,0,1,0,0,101,0,240,0,0,1706,47,327,0,1290,165,1123,0,0,0,63,0,67,1657,274,2867,263,0,0,6261,115,3116,608,1907,0,3149,0,519,55,5,938,0,0,189,0,213,58,52,0,0,104,125,0,249,193,438,0,0,0,106,0,0,72,0,1398,314,243,38,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,77,195,996,0,0,0,0,0,0,0,0
SIAVR,0,813,0,0,0,0,0,0,0,379,200,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1097,0,17,0,7,0,0,0,0,1369,1513,152,0,0,0,490,0,166,0,188,0,0,0,371,141,175,562,156,0,412,0,1590,0,23,0,0,0,79,0,1108,0,0,185,0,0,0,0,0,0,13,148,414,640,14,760,0,862,149,274,0,0,105,347,937,0,180,676,13,286,127,0,228,0,0,0,73,0,0,413,0,0,16,0,0,0,191,0,118,1127,1,159,0,993,93,755,40,0,0,0,0,2,2,76,762,207,2584,0,0,280,4356,1052,2640,52,1902,0,2759,75,283,973,8,0,0,0,167,9,521,0,20,0,0,0,365,0,142,340,143,0,0,0,251,2,0,0,717,1704,0,75,0,683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,55,38,12,361
SIBDL,173,1,0,92,302,0,0,1610,7,1172,240,0,45,0,0,0,27,0,0,0,77,3,219,63,0,36,0,13,6,5,197,1,58,0,641,0,0,0,0,13,15,330,0,1,68,0,0,1604,0,552,19,232,453,0,116,1571,174,290,159,54,102,282,0,919,64,0,0,108,142,0,113,403,0,134,212,317,159,167,491,147,796,6,227,137,261,0,0,62,275,10,11,11,0,185,115,308,0,1,0,19,4,0,553,206,0,0,0,0,0,0,0,284,0,801,1099,45,9,4,725,87,528,0,0,0,40,14,1,1644,598,3716,122,6261,280,0,484,3267,930,2830,360,1520,0,634,123,209,97,0,0,203,0,0,208,0,238,561,97,66,42,378,14,153,0,0,1,305,0,0,0,139,882,144,493,37,687,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,130,182,421,62,2646,0,0,0,0,0,0,0,0
SIBDR,0,66,94,0,0,285,1218,0,3293,89,124,36,0,0,0,4,0,0,26,117,0,60,12,0,148,74,72,0,36,29,2,219,115,83,536,0,0,0,0,4,59,0,193,141,11,0,0,0,2089,2,223,754,369,15,14,301,408,147,0,141,88,0,384,141,729,14,0,305,94,120,0,0,253,248,265,157,605,573,10,688,285,97,9,276,48,0,2,68,1062,0,1,557,0,50,149,0,507,0,25,0,2,0,152,452,0,6,8,0,0,9,135,0,76,1201,892,7,81,861,114,366,7,0,0,0,0,3,0,97,897,110,3456,115,4356,484,0,1069,2852,514,2679,0,1910,56,839,181,247,0,0,0,161,773,0,279,0,171,64,123,295,0,137,0,6,10,0,0,839,0,38,0,655,892,95,0,313,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,22,0,57,6,393,0,2088
SIBVL,554,0,0,6,0,0,0,947,367,0,742,0,0,0,0,42,0,0,0,0,0,0,0,0,0,1330,0,0,0,0,0,0,154,93,1586,311,70,4,0,163,213,88,89,44,80,1452,0,57,50,470,141,54,65,0,308,1083,935,61,3,11,34,248,341,1068,90,0,0,173,109,0,0,1,11,18,29,4,69,435,667,1535,141,13,267,224,9,0,1050,769,1001,211,27,400,0,111,20,302,35,0,27,560,0,0,352,35,7,33,5,0,0,9,9,105,13,149,99,490,357,247,1027,111,640,0,0,0,0,0,18,46,389,1293,1037,3116,1052,3267,1069,0,2647,1269,1622,78,210,29,1,97,42,0,0,140,98,297,123,0,111,0,109,0,0,210,171,109,0,445,0,0,125,0,0,123,455,945,722,108,629,283,0,0,0,233,57,448,398,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIBVR,0,464,0,0,0,0,200,0,0,266,563,0,0,195,0,127,36,0,0,0,0,0,0,0,8,83,0,72,0,41,0,0,138,95,1471,31,0,0,0,50,160,85,135,36,81,0,1138,170,115,416,278,56,129,1192,307,906,1374,20,18,13,20,338,103,148,518,2,0,141,143,0,0,0,18,222,11,62,142,633,709,207,915,342,36,39,42,215,0,393,988,21,79,0,87,13,144,155,198,26,10,0,308,0,74,242,0,43,32,0,0,9,213,33,55,122,190,442,351,792,214,416,196,59,0,0,126,0,91,232,206,736,917,608,2640,930,2852,2647,0,1303,1394,229,564,83,84,18,69,0,0,203,158,158,399,125,0,0,68,254,271,90,113,67,239,0,256,159,65,16,31,0,1997,389,3504,69,202,548,0,0,0,0,38,0,912,0,0,47,0,117,17,233,267,846,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SMBDL,727,0,0,12,0,0,0,988,0,2086,69,0,1,0,0,0,0,0,0,0,27,0,6,0,0,356,13,0,297,0,0,0,21,0,535,499,230,0,3,3,0,33,0,0,3,0,942,0,0,895,92,335,605,0,359,78,814,9,256,78,0,297,0,349,152,0,0,0,430,0,43,96,0,1417,56,124,328,21,114,91,76,85,327,9,24,0,22,115,34,0,0,70,14,249,11,53,0,0,48,378,9,31,247,0,0,0,99,0,4,0,0,38,0,234,490,622,79,22,74,125,93,291,0,0,0,0,77,350,160,3887,0,1907,52,2830,514,1269,1303,0,181,3110,274,333,0,63,1,0,6,11,0,145,306,0,110,179,3,1,0,181,340,283,0,21,861,0,0,91,0,42,488,201,212,42,157,102,0,0,0,0,8,0,593,0,555,140,758,144,965,59,1572,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMBDR,0,711,11,0,0,0,913,0,2953,8,44,0,0,0,0,0,0,0,0,15,0,12,0,0,0,169,8,40,0,92,0,0,35,25,520,4,10,33,0,0,40,0,159,14,6,1935,0,0,0,125,1019,646,212,1615,0,468,49,110,0,0,128,0,261,51,460,0,0,390,0,8,0,0,14,117,1751,308,100,81,0,158,5,305,110,15,0,29,0,44,330,0,1,12,156,16,337,0,53,8,0,43,428,0,3,290,34,0,27,41,0,0,18,0,47,441,163,59,450,80,79,32,84,53,0,0,0,0,0,88,173,0,3395,0,1902,360,2679,1622,1394,181,0,171,3405,0,447,13,127,39,0,0,100,251,517,15,0,101,1,0,86,0,411,385,410,826,29,0,0,21,5,0,270,481,0,0,10,169,650,58,447,368,976,176,1835,241,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMBVL,1481,0,1149,0,52,0,0,0,256,0,26,15,0,74,0,601,0,0,0,28,0,30,0,0,0,0,632,0,1846,0,6,0,0,0,339,3,0,0,0,397,0,2,0,174,0,0,0,1491,0,679,99,0,911,1,5,519,0,44,0,0,0,95,0,256,0,229,0,0,6,0,0,185,0,1813,7,147,1,59,98,0,83,29,94,0,270,10,0,125,0,208,0,0,76,214,35,3,0,271,0,346,69,46,88,0,0,0,387,0,0,44,0,96,0,0,489,163,89,1,199,0,698,0,0,0,221,0,154,319,219,40,6,3149,0,1520,0,78,229,3110,171,0,543,110,8,0,540,0,0,0,0,99,0,363,0,0,240,225,0,1261,192,43,0,0,0,730,0,100,45,0,845,27,276,24,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,153,999,582,1926,821,2090,1573,0,0,0,0,0,0,0,0
SMBVR,0,1511,0,1454,0,0,0,52,0,327,86,0,16,0,92,0,613,0,0,0,62,0,0,0,13,89,0,492,0,958,0,0,0,0,153,204,88,0,0,0,146,0,13,0,46,0,0,0,725,112,1015,860,0,0,249,0,442,0,41,0,0,0,162,0,353,0,226,51,0,0,0,5,161,275,1741,38,0,83,96,334,0,0,130,443,0,0,89,60,249,0,361,3,50,22,254,0,22,0,980,76,504,3,0,62,0,38,214,0,0,0,68,0,22,333,0,124,70,313,49,488,3,0,0,0,168,36,0,31,196,110,37,0,2759,0,1910,210,564,274,3405,543,0,43,108,468,0,0,0,0,0,6,93,0,780,0,144,270,735,0,99,122,207,0,0,0,672,4,0,144,88,683,0,315,0,1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,184,404,370,1283,415,1304,1705
SMDDL,0,18,0,12,0,0,73,163,238,2463,0,0,22,0,0,0,26,0,0,0,96,0,29,0,0,10,0,42,0,18,0,0,0,0,0,0,0,0,0,0,26,0,0,207,461,0,114,0,0,460,5,402,3637,40,70,0,150,2,269,13,518,47,0,121,15,0,1,0,561,0,43,0,0,111,0,239,1109,0,8,0,247,505,73,19,97,0,0,0,23,0,4,0,16,809,894,69,392,0,0,11,0,0,577,563,0,0,5,0,74,0,11,107,0,26,2346,461,8,210,321,74,226,717,0,0,228,121,400,707,343,1543,5,519,75,634,56,29,83,333,0,110,43,0,184,168,2165,0,31,0,0,0,427,0,139,85,14,11,152,340,182,294,113,0,620,25,0,18,0,22,670,645,52,393,242,194,8,0,0,0,158,0,7,0,50,0,302,12,619,3,77,9,152,0,118,11,4,49,0,62,17,0,6,0,0,0,0,0
