neuron,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ALNL,ALNR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVM,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,SAADL,SAADR,SAAVL,SAAVR,SDQL,SDQR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVJL,AVJR,BDUL,BDUR,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMFR,RMHL,RMHR,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVFL,AVFR,AVHL,AVHR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,DVC,PVQL,PVQR,RICL,RICR,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DL02,BWM-DL03,BWM-DL04,BWM-DL05,BWM-DL06,BWM-DL07,BWM-DL08,BWM-DR01,BWM-DR02,BWM-DR03,BWM-DR04,BWM-DR05,BWM-DR06,BWM-DR07,BWM-DR08,BWM-VL01,BWM-VL02,BWM-VL03,BWM-VL04,BWM-VL05,BWM-VL06,BWM-VL07,BWM-VL08,BWM-VR01,BWM-VR02,BWM-VR03,BWM-VR04,BWM-VR05,BWM-VR06,BWM-VR07,BWM-VR08
RIS,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,1009,0,0,0,0,0,0,0,0,34,1882,467,0,1,0,40,0,0,36,101,1,24,116,150,0,214,34,0,0,117,0,35,0,2,155,78,103,152,0,0,1,104,98,121,0,0,221,357,0,2,13,2,137,12,2,1,366,536,725,256,0,555,121,143,0,1,211,124,1,9,659,776,11,296,1,27,167,238,271,0,0,142,25,17,0,3,8,1,356,156,0,102,587,761,21,3,0,12,0,18,209,89,0,23,55,21,38,75,37,0,108,69,42,0,24,315,393,749,724,572,4,26,25,3,69,24,0,173,0,0,0,0,0,889,1023,2368,248,283,265,366,31,0,27,70,132,0,0,69,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RMGL,3,0,256,0,0,0,546,0,4786,0,0,0,0,0,0,532,0,0,0,288,0,183,0,0,0,0,25,0,318,0,0,0,0,0,7,0,0,0,0,640,0,0,0,155,0,0,0,0,0,399,698,159,202,291,0,676,0,623,0,0,0,0,0,1109,0,79,0,0,295,0,0,57,0,0,0,152,104,181,1,0,189,660,5,0,459,712,0,50,474,17,0,888,2,15,64,3,0,897,0,174,0,0,12,137,0,0,0,0,0,661,0,0,0,0,511,93,155,604,1317,330,331,0,0,1,0,767,27,878,3900,56,453,517,0,687,313,629,202,157,10,641,0,242,286,0,96,0,0,0,0,155,0,1111,0,17,1460,1904,0,86,200,142,19,724,0,760,0,15,1173,0,383,126,505,69,0,0,0,94,0,743,0,3731,0,6635,0,0,0,0,0,0,0,0,0,420,0,1855,0,4492,0,8124,0,0,0,0,0,0,0,0
RMGR,0,0,0,201,0,0,0,1086,0,2953,6,0,0,0,7,0,553,0,0,0,436,0,225,0,0,276,0,363,0,328,0,0,0,0,15,4,0,0,0,0,531,0,0,0,128,0,22,0,0,510,300,350,139,0,2,0,785,0,871,0,41,0,0,0,1203,0,45,196,0,0,0,0,23,0,7,93,330,150,187,992,0,90,495,892,0,0,1264,565,61,0,70,197,9,98,10,0,53,0,951,0,136,0,60,5,0,0,0,0,0,0,315,0,0,480,16,79,24,963,305,27,479,0,5,0,0,0,950,2467,976,327,61,0,683,379,431,283,548,102,169,0,1077,194,494,215,1,0,0,0,0,0,57,0,1936,0,1321,1594,154,0,237,187,42,0,403,0,398,3,0,1599,226,829,0,140,0,0,0,0,0,0,0,0,0,0,0,23,0,88,0,1438,0,2996,0,0,0,0,0,0,0,0,0,199,0,628,0,1966,0,4724
BWM-DL01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2195,0,0,1610,0,6,0,0,0,0,0,131,968,0,0,365,0,104,68,0,894,0,0,0,0,0,0,0,0,0,0,0,0,0,650,0,0,8,19,84,10,7221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784,0,0,0,0,0,0,0,16,0,0,0,0,0,4101,17711,803,3801,58,118,0,3170,0,3562,0,1287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DL02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,185,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,934,0,0,430,0,745,0,0,0,0,0,12,656,4,4,171,8,2,17,4529,0,0,0,0,347,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,2290,0,102,0,232,0,0,0,0,0,0,0,0,0,0,0,473,0,0,0,0,0,0,0,0,0,0,94,0,4101,0,384,14545,0,4244,0,4803,0,0,0,0,0,0,0,0,0,5294,0,3113,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DL03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,118,0,0,0,0,0,0,0,505,1826,0,0,175,0,496,18,0,1273,0,0,2,31,0,0,0,0,0,0,0,0,0,447,0,0,0,244,202,0,989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,0,0,0,0,0,0,7,136,0,0,0,0,17711,384,0,0,31695,0,6790,0,1128,0,3639,0,1265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DL04,0,0,0,0,0,0,92,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,129,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,111,30,0,0,182,0,354,0,0,0,0,0,0,1857,93,600,147,9,0,0,1262,0,0,0,0,775,0,19,0,0,0,0,233,0,0,368,0,0,0,22,0,0,364,0,0,0,1042,0,0,0,0,0,0,0,0,0,0,0,1224,0,784,0,0,0,0,0,0,0,0,743,0,803,14545,0,0,0,26171,0,12831,0,0,0,0,0,0,0,0,0,459,0,3293,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DL05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10,652,2229,0,0,366,13,1518,0,0,365,0,0,120,281,0,0,0,0,0,0,57,38,8,976,0,0,158,520,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1805,0,0,0,0,0,0,37,508,0,0,0,0,3801,0,31695,0,0,0,47718,0,481,0,1515,0,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DL06,0,0,0,0,0,0,404,0,964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,0,0,0,1147,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,31,0,0,0,0,0,0,0,0,266,0,0,0,3,0,30,0,0,0,0,0,0,2103,395,888,3,101,0,0,0,0,0,0,0,801,0,97,0,0,0,0,448,0,0,176,0,0,0,71,0,0,35,0,0,0,685,0,0,0,0,0,0,0,0,0,0,0,3566,0,19,0,0,0,0,45,0,0,0,3731,0,58,4244,0,26171,0,0,0,42234,0,0,0,0,0,0,0,0,0,14,0,946,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DL07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,2335,0,0,1867,164,1447,0,0,0,0,0,0,41,0,0,0,0,0,0,398,912,593,1835,0,0,7,1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6378,0,0,0,0,0,0,0,255,0,0,0,0,118,0,6790,0,47718,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DL08,0,0,0,0,0,0,49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,25,0,0,0,0,0,0,0,5,896,115,236,3,91,0,0,0,0,0,0,0,987,0,0,0,0,0,0,726,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9817,0,0,0,0,0,0,0,0,0,0,6635,0,0,4803,0,12831,0,42234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DR01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,27,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2202,0,0,1832,0,6,0,0,0,0,456,138,0,0,0,218,440,44,30,691,0,0,0,0,0,0,0,0,0,0,0,0,555,0,0,0,50,0,0,84,0,7177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,0,0,0,0,0,0,36,0,0,0,0,3170,0,1128,0,481,0,0,0,0,1493,23603,8,10735,0,4334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DR02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,298,0,0,841,0,1239,0,0,0,0,750,7,98,110,36,292,15,3313,53,25,0,0,665,0,0,0,0,0,0,0,0,47,140,0,0,0,0,0,0,0,0,888,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,1283,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,1493,0,171,16359,0,9476,0,5344,0,0,0,0,0,0,0,0,0,5174,0,929,0,0,0,0
BWM-DR03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,75,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,266,0,0,0,0,32,14,1497,476,0,0,11,266,1009,213,1,1640,0,0,5,18,0,0,0,0,0,0,0,0,758,0,0,0,302,6,10,130,0,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1243,0,0,0,0,0,10,222,0,0,0,0,3562,0,3639,0,1515,0,2,0,23603,171,0,0,33320,0,17358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DR04,0,0,0,0,0,0,0,10,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,13,0,45,0,0,0,0,0,3,0,0,0,474,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,86,0,0,2,0,0,168,0,267,0,0,0,0,1255,0,719,138,11,224,0,1634,0,0,0,0,1379,0,19,0,0,0,0,0,0,117,144,0,0,0,12,0,0,0,0,605,0,0,0,1079,0,0,0,0,0,0,0,0,0,0,0,1953,0,131,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,8,16359,0,0,0,18233,0,5498,0,0,0,0,0,0,0,0,0,223,0,6258,0,0,0,0
BWM-DR05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,22,2330,992,0,0,32,518,1561,0,0,685,0,0,0,52,0,0,0,0,0,0,0,17,965,0,0,0,619,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,0,0,0,0,0,62,243,0,0,0,0,1287,0,1265,0,582,0,0,0,10735,0,33320,0,0,0,61847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DR06,0,0,0,0,0,0,0,4,0,1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,0,0,0,1405,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,148,0,133,0,0,0,0,0,0,0,0,374,0,0,0,0,0,0,0,2,0,0,0,0,1373,4,803,421,11,15,0,0,0,0,0,0,213,0,46,0,0,0,0,0,0,233,59,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6349,0,0,0,0,0,0,0,0,0,0,1438,0,0,0,0,0,0,0,0,0,9476,0,18233,0,0,0,49604,0,0,0,0,0,0,0,0,0,5,0,273,0,0,0,0
